edad,ingresos,frecuencia_uso,satisfaccion,antiguedad_meses,indice_valor,nivel_riesgo,segmento_edad,desercion,ingresos_normalizado,indice_valor_normalizado
24,2123.28,12,4,99,21.2328,Bajo,Joven,1,0.345618450244212,0.007292725919542481
30,2233.62,20,5,71,31.022499999999997,Bajo,Adulto,0,0.3691113410578401,0.011476075336782765
30,1131.36,10,1,103,10.878461538461538,Alto,Adulto,1,0.13442515446884434,0.0028680943405374444
49,4737.13,19,1,53,87.72462962962963,Alto,Adulto,0,0.9021427628525318,0.035706115168687144
46,2573.02,10,2,32,77.97030303030303,Alto,Adulto,1,0.44137422978491464,0.031537881566547715
36,1675.22,3,5,10,152.29272727272726,Alto,Adulto,1,0.25022036561529915,0.0632974523544606
35,2806.04,16,2,50,55.02039215686275,Alto,Adulto,1,0.49098736570472284,0.021730890925555357
45,2763.12,26,2,87,31.39909090909091,Alto,Adulto,0,0.4818491123630433,0.011637000733892325
31,2519.37,27,2,76,32.71909090909091,Alto,Adulto,0,0.4299514131078152,0.012201065131244356
49,2958.0,29,3,44,65.73333333333333,Bajo,Adulto,0,0.5233417221306694,0.026308761159323266
45,2321.35,6,3,40,56.61829268292683,Bajo,Adulto,1,0.3877902545169628,0.022413708196209015
60,2308.1,1,3,92,24.81827956989247,Alto,Mayor,1,0.38496914881385813,0.008824878474701129
40,1702.65,2,2,7,212.83125,Alto,Adulto,1,0.25606058670482085,0.08916686548987071
39,3181.92,14,3,56,55.823157894736845,Bajo,Adulto,0,0.5710173439449491,0.022073929995365064
18,2008.84,16,2,100,19.88950495049505,Alto,Joven,1,0.3212526135149061,0.006718707046387195
53,2299.1,7,4,11,191.59166666666667,Bajo,Mayor,0,0.3830529260721266,0.08009073460129124
21,1751.57,25,3,55,31.278035714285714,Bajo,Joven,1,0.26647632187432135,0.01158527124487405
48,2531.04,11,5,18,133.21263157894737,Bajo,Adulto,1,0.4324361152629271,0.05514411699163406
58,2491.62,1,1,85,28.97232558139535,Alto,Mayor,1,0.4240430596541431,0.010599991702012477
36,1925.22,4,5,42,44.77255813953489,Alto,Adulto,1,0.3034487751078408,0.017351770986807114
29,1610.41,5,3,59,26.84016666666667,Alto,Joven,1,0.23642143273845265,0.009688874328303997
47,2280.88,7,4,25,87.72615384615385,Bajo,Adulto,1,0.37917363958831024,0.035706766499198635
64,1447.94,23,5,47,30.16541666666667,Bajo,Mayor,1,0.2018293539774397,0.011109825189890997
40,1127.69,16,2,81,13.752317073170733,Alto,Adulto,1,0.13364376141749384,0.004096154636190884
39,2833.9,13,4,65,42.93787878787879,Bajo,Adulto,1,0.4969191396585717,0.016567773030120664
60,1675.92,23,3,36,45.29513513513514,Bajo,Mayor,1,0.2503694051618783,0.01757507937930203
29,2820.25,16,1,50,55.299019607843135,Alto,Joven,0,0.4940128685002789,0.021849954429512163
33,1848.47,11,1,94,19.45757894736842,Alto,Adulto,0,0.2871076533936305,0.006534135773164246
37,1622.65,8,1,66,24.21865671641791,Alto,Adulto,1,0.2390274956672075,0.008568646729637771
22,2087.49,12,3,50,40.931176470588234,Bajo,Joven,1,0.33799827114125963,0.015710265959463527
53,1495.11,26,2,17,83.06166666666667,Alto,Mayor,1,0.2118724902804924,0.03371353077961249
49,2134.54,25,2,56,37.448070175438595,Alto,Adulto,1,0.348015857807756,0.014221859706973644
62,2757.8,23,5,77,35.35641025641026,Bajo,Mayor,0,0.48071641180904207,0.013328048425388705
52,1839.16,5,5,111,16.42107142857143,Alto,Mayor,1,0.2851254274241283,0.005236570785554295
46,3293.62,14,5,76,42.77428571428571,Bajo,Adulto,1,0.5947997973062167,0.016497866190372752
50,3081.39,6,3,40,75.15585365853659,Bajo,Mayor,0,0.5496131359198082,0.03033520680233314
56,3796.87,11,5,66,56.669701492537314,Bajo,Mayor,0,0.701948585614703,0.022435676286520777
64,2128.79,15,1,64,32.75061538461539,Alto,Mayor,1,0.3467916043894276,0.012214536217826593
25,2549.5,3,2,110,22.96846846846847,Alto,Joven,1,0.43636650101985636,0.008034414395807321
50,2676.2,15,5,55,47.78928571428571,Bajo,Mayor,1,0.4633426589506764,0.018640883578797323
35,2824.61,20,4,108,25.913853211009176,Bajo,Adulto,1,0.4949411719618289,0.00929304066078542
44,2151.06,23,5,53,39.83444444444444,Bajo,Adulto,0,0.3515331911070232,0.015241608770536657
31,721.14,30,2,114,6.270782608695652,Alto,Adulto,1,0.04708372190072263,0.0008991340081813487
30,1918.79,2,2,71,26.64986111111111,Alto,Adulto,1,0.3020797404156926,0.009607552670344006
48,2505.49,20,2,48,51.132448979591835,Alto,Adulto,0,0.42699617181278926,0.020069489164020314
54,1947.17,7,1,21,88.50772727272728,Alto,Mayor,1,0.3081222294612859,0.03604074963847629
21,2984.63,17,5,48,60.910816326530615,Bajo,Joven,0,0.529011612309815,0.024247995894806525
63,2266.06,11,1,3,566.515,Alto,Mayor,1,0.37601825947359235,0.24030354071483767
23,2116.73,27,1,92,22.760537634408603,Alto,Joven,0,0.34422386591550735,0.007945561077167259
34,4726.3,15,5,38,121.18717948717949,Bajo,Adulto,0,0.899836908153315,0.050005382607521354
20,1534.1,23,3,90,16.858241758241757,Bajo,Joven,0,0.22017399302494922,0.005423383072331326
53,2045.33,26,2,103,19.666634615384616,Alto,Mayor,1,0.3290218321644375,0.006623469757552566
38,1753.89,22,2,41,41.75928571428572,Alto,Adulto,1,0.26697028151441216,0.016064134854530093
19,1310.09,16,4,91,14.240108695652173,Bajo,Joven,0,0.1724792089832522,0.004304598490409341
54,2841.46,8,4,22,123.54173913043478,Bajo,Mayor,0,0.49852876676162616,0.05101153659706848
40,3094.42,29,4,112,27.38424778761062,Bajo,Adulto,1,0.5523874006225595,0.009921371896179653
31,1856.22,20,5,52,35.02301886792453,Bajo,Adulto,0,0.2887577340878993,0.013185583112791312
51,2155.34,29,1,98,21.77111111111111,Alto,Mayor,1,0.35244446147753555,0.007522757838085504
57,3443.58,4,1,21,156.52636363636364,Alto,Mayor,1,0.6267283264562229,0.06510657625147742
61,3198.58,22,5,52,60.350566037735845,Bajo,Mayor,0,0.5745644851535321,0.024008588893658554
28,3775.33,2,2,43,85.80295454545454,Alto,Joven,1,0.6973624258528256,0.03488494206394348
49,4133.66,10,5,51,79.49346153846153,Bajo,Adulto,0,0.7736557697466754,0.03218875996501441
21,3808.01,3,4,26,141.03740740740741,Alto,Joven,1,0.7043204435416907,0.05848781203867577
19,2681.14,24,5,78,33.93848101265823,Bajo,Joven,0,0.464394452322249,0.012722136755415366
48,2781.88,22,1,114,24.19026086956522,Alto,Adulto,1,0.4858433722113637,0.008556512573393632
57,2802.05,9,3,9,280.20500000000004,Bajo,Mayor,1,0.49013784028922197,0.11795711828615586
18,2853.9,20,1,31,89.184375,Alto,Joven,1,0.5011774124179751,0.036329895769160916
28,3256.17,28,5,39,81.40425,Bajo,Joven,1,0.5868261815642339,0.033005280981699955
27,709.04,7,5,118,5.958319327731092,Bajo,Joven,0,0.04450746688128361,0.0007656117261571726
23,1301.25,28,2,25,50.04807692307692,Alto,Joven,1,0.17059705242359594,0.019606113656017686
61,2279.79,22,1,10,207.25363636363636,Alto,Mayor,1,0.3789415637229227,0.08678343119103894
28,2078.95,27,3,64,31.98384615384615,Bajo,Joven,0,0.3361799886729944,0.01188687922990089
39,852.28,4,1,98,8.608888888888888,Alto,Adulto,1,0.07500521638413027,0.0018982571217284676
46,4082.03,14,2,62,64.79412698412699,Alto,Adulto,1,0.7626630386182758,0.02590741808102457
48,2647.42,6,4,7,330.9275,Bajo,Adulto,1,0.45721500444989505,0.13963193373667737
57,769.92,7,5,12,59.22461538461538,Bajo,Mayor,1,0.05746964916090735,0.02352744595683998
39,1919.23,26,3,108,17.607614678899083,Bajo,Adulto,1,0.3021734224163995,0.005743606242696861
21,2360.01,11,2,89,26.222333333333335,Alto,Joven,1,0.3960214957608895,0.009424860853432282
57,3888.41,12,5,2,1296.1366666666665,Bajo,Mayor,0,0.7214387000344921,0.5520865753385632
50,1447.49,11,1,107,13.402685185185184,Alto,Mayor,1,0.2017335428403531,0.003946749408772989
55,1793.14,25,4,70,25.25549295774648,Bajo,Mayor,1,0.2753271418047412,0.009011709161166365
32,2446.07,8,5,15,152.879375,Bajo,Adulto,1,0.41434484344460204,0.06354813954896216
19,2351.15,28,5,48,47.98265306122449,Bajo,Joven,1,0.3941350809284738,0.018723513606084128
59,2901.28,3,3,23,120.88666666666667,Alto,Mayor,0,0.5112652605850015,0.0498769670143402
32,2907.94,6,1,99,29.0794,Alto,Adulto,1,0.5126832654138829,0.010645746904589788
22,3003.87,16,3,3,750.9675,Bajo,Joven,1,0.533108070704361,0.31912406211830396
53,2901.28,1,1,2,967.0933333333334,Alto,Mayor,1,0.5112652605850015,0.4114792802481314
61,1706.96,22,2,72,23.383013698630137,Alto,Mayor,1,0.2569782444844722,0.008211558490827246
20,2287.28,10,4,116,19.54940170940171,Bajo,Joven,0,0.3805362868713193,0.006573373614777508
61,3645.54,17,4,78,46.14607594936709,Bajo,Mayor,1,0.6697283647806777,0.01793870469563687
63,4450.99,10,1,43,101.15886363636363,Alto,Mayor,1,0.8412196544837482,0.041446852372395156
21,2201.78,21,5,15,137.61125,Bajo,Joven,1,0.36233217082487007,0.05702374127106785
37,3273.89,15,4,32,99.20878787878787,Bajo,Adulto,1,0.5905990112290652,0.04061354304891957
64,2220.93,11,2,88,24.954269662921348,Alto,Mayor,1,0.36640946699199867,0.008882989967027024
55,3154.28,4,3,21,143.37636363636364,Alto,Mayor,1,0.5651324109914537,0.05948729835361438
44,4066.08,18,1,26,150.59555555555556,Alto,Adulto,1,0.7592670660926515,0.06257221436821109
36,4408.5,21,4,86,50.672413793103445,Bajo,Adulto,1,0.832172954006396,0.019872906232029933
35,1942.68,17,1,46,41.333617021276595,Alto,Adulto,1,0.3071662472267999,0.01588223746453478
26,4645.79,23,5,46,98.84659574468085,Bajo,Joven,0,0.8826952311603368,0.040458770558123566
35,1189.52,23,1,6,169.93142857142857,Alto,Adulto,1,0.14680821165318925,0.07083484888334275
28,2184.05,7,4,21,99.275,Bajo,Joven,0,0.35855721202365903,0.040641836912744506
63,1667.13,29,2,83,19.846785714285716,Alto,Mayor,1,0.2484978942841205,0.006700452197729804
35,2583.01,5,3,59,43.05016666666667,Alto,Adulto,1,0.4435012370282367,0.0166157560563922
60,3523.71,28,4,14,234.91400000000002,Bajo,Mayor,0,0.6437890962667723,0.09860329963428402
58,4037.8,1,2,45,87.77826086956522,Alto,Mayor,1,0.7532458684108553,0.035729032951288285
32,2110.23,13,1,97,21.53295918367347,Alto,Adulto,1,0.34283992726870127,0.007420990396094339
64,2541.66,16,1,84,29.901882352941175,Alto,Mayor,1,0.4346972580981702,0.010997211308184065
64,1461.27,28,2,6,208.75285714285715,Alto,Mayor,1,0.204667492771582,0.08742408048295472
26,2547.03,5,1,78,32.24088607594937,Alto,Joven,1,0.43584060433407007,0.011996717918352834
58,1205.82,16,3,42,28.042325581395346,Bajo,Mayor,1,0.15027870395210294,0.010202582694787181
60,3164.58,23,3,19,158.22899999999998,Bajo,Mayor,1,0.5673254214625464,0.06583414939872302
32,3751.68,18,5,116,32.06564102564102,Bajo,Adulto,1,0.6923270183148311,0.011921831938283814
52,1714.24,27,5,106,16.020934579439253,Bajo,Mayor,0,0.25852825576889504,0.005065583701717869
33,1212.16,20,5,92,13.033978494623657,Bajo,Adulto,1,0.15162857641683383,0.0037891931078553754
47,2811.0,28,4,47,58.5625,Bajo,Adulto,1,0.4920434173490549,0.023244509808809235
63,3835.56,18,3,86,44.08689655172414,Bajo,Mayor,1,0.7101862142677687,0.01705877303959809
60,3703.95,10,3,41,88.18928571428572,Bajo,Mayor,0,0.6821646503745151,0.03590467270987464
21,2375.19,18,2,118,19.959579831932775,Alto,Joven,1,0.39925352478527665,0.006748651550756654
54,3064.43,24,4,19,153.2215,Bajo,Mayor,1,0.5460021206198342,0.06369433692164704
57,2603.26,9,3,21,118.33000000000001,Bajo,Mayor,1,0.4478127381971325,0.0487844483457316
59,4556.34,29,2,54,82.84254545454546,Alto,Mayor,0,0.8636501062439054,0.033619895571686584
21,1473.51,15,2,114,12.81313043478261,Alto,Joven,1,0.20727355570033684,0.0036948199807488565
56,1886.35,9,3,99,18.8635,Bajo,Mayor,1,0.2951728219999404,0.006280273058446899
18,1691.32,21,2,36,45.71135135135135,Alto,Joven,1,0.2536482751866188,0.017752937522611225
58,3108.91,17,5,87,35.32852272727273,Bajo,Mayor,1,0.5554725192367472,0.013316131484239766
24,3534.04,12,4,17,196.33555555555554,Bajo,Joven,0,0.6459884941470041,0.08211790037948524
44,2908.03,11,5,7,363.50375,Bajo,Adulto,1,0.5127024276413003,0.15355246617928275
18,2419.38,16,3,70,34.07577464788733,Bajo,Joven,0,0.4086621784471783,0.012780805279366708
19,1856.87,15,3,105,17.51764150943396,Bajo,Joven,0,0.28889612795257985,0.005705158771778531
46,3786.26,22,1,27,135.22357142857143,Alto,Adulto,1,0.6996895719158396,0.056003434851019954
23,1824.47,30,4,106,17.051121495327102,Bajo,Joven,0,0.2819977260823465,0.005505804733437738
44,2942.37,10,3,106,27.498785046728973,Bajo,Adulto,1,0.5200138819691956,0.009970316131057644
37,3032.34,20,5,46,64.51787234042554,Bajo,Adulto,1,0.5391697219773716,0.0257893685286646
62,3784.78,8,2,47,78.84958333333334,Alto,Mayor,1,0.6993744597316437,0.03191361695611764
23,2970.86,8,5,31,92.839375,Bajo,Joven,1,0.5260797915149658,0.03789175589970764
22,2907.14,19,5,94,30.601473684210525,Bajo,Joven,1,0.5125129345035067,0.011296161734445543
52,1641.97,1,1,71,22.80513888888889,Alto,Mayor,1,0.2431409871527911,0.007964620152719962
29,3823.43,22,4,28,131.84241379310345,Bajo,Joven,0,0.7076035718391905,0.054558593454048385
56,1041.09,2,5,101,10.206764705882351,Alto,Mayor,1,0.1152054403692774,0.0025810638336646813
35,3216.19,9,1,49,64.3238,Alto,Adulto,1,0.5783138943181867,0.02570643724249428
35,2650.65,20,1,50,51.97352941176471,Alto,Adulto,1,0.45790271550053874,0.02042890092697348
28,1133.22,20,5,81,13.819756097560976,Bajo,Joven,1,0.13482117383546888,0.004124972782138378
62,3269.05,8,5,34,93.40142857142858,Bajo,Mayor,1,0.5895685092212897,0.03813193348231932
29,610.81,1,3,37,16.073947368421052,Alto,Joven,1,0.023592960223474145,0.005088237206921633
60,1706.29,9,2,76,22.15961038961039,Alto,Mayor,1,0.2568355923470322,0.007688771937629743
31,3359.69,1,1,85,39.066162790697675,Alto,Adulto,1,0.6088670013669056,0.014913305491735678
50,3927.41,29,3,91,42.68923913043478,Bajo,Mayor,1,0.7297423319153286,0.016461523955473716
57,4533.8,21,3,88,50.94157303370787,Bajo,Mayor,0,0.8588510328440578,0.019987923766002103
52,3891.89,12,1,16,228.93470588235294,Alto,Mayor,1,0.7221796394946282,0.09604821862438921
62,3525.19,1,4,15,220.324375,Alto,Mayor,1,0.6441042084509682,0.09236883900305892
26,2299.47,18,4,113,20.17078947368421,Bajo,Joven,0,0.38313170411817554,0.006838905974460792
60,1013.66,2,3,96,10.450103092783506,Alto,Mayor,1,0.10936521927975575,0.0026850475613616623
42,1077.14,13,3,74,14.361866666666668,Bajo,Adulto,0,0.12288097701810194,0.004356628290820778
25,2815.84,11,2,39,70.396,Alto,Joven,1,0.49307391935683054,0.028301218934616245
34,2241.83,11,2,20,106.75380952380952,Alto,Adulto,1,0.3708593620255752,0.0438376931149856
59,3173.66,19,5,107,29.38574074074074,Bajo,Mayor,1,0.5692586772953154,0.010776652893461228
39,1608.83,3,5,88,18.076741573033708,Alto,Adulto,1,0.23608502919045976,0.005944074256955707
25,2097.97,25,5,101,20.56833333333333,Bajo,Joven,1,0.340229606067187,0.007008785018107748
43,3692.21,30,5,68,53.510289855072465,Bajo,Adulto,0,0.6796650442647454,0.021085591724949865
51,1813.88,14,3,84,21.339764705882356,Bajo,Mayor,1,0.27974297065624243,0.00733843423951329
49,3322.41,9,2,70,46.79450704225352,Alto,Adulto,0,0.6009295809433778,0.018215793251419678
58,3366.43,25,3,9,336.643,Bajo,Mayor,1,0.6103020392868245,0.14207428984506032
18,3094.71,28,5,59,51.5785,Bajo,Joven,0,0.5524491455775709,0.020260096361001213
21,2606.27,12,1,99,26.0627,Alto,Joven,1,0.4484536082474227,0.009356646095883825
27,2972.19,18,1,84,34.96694117647059,Alto,Joven,1,0.526362966653466,0.013161619908825509
58,2153.34,7,4,98,21.750909090909094,Bajo,Mayor,0,0.3520186342015952,0.007514125080244183
51,2200.95,15,3,105,20.76367924528302,Bajo,Mayor,1,0.36215545250535475,0.007092260528788872
24,1433.1,18,4,41,34.12142857142857,Bajo,Joven,1,0.19866971558996238,0.012800314183055377
19,2138.35,10,1,4,427.66999999999996,Alto,Joven,1,0.34882705876842235,0.18097208522215374
19,1756.42,28,1,93,18.68531914893617,Alto,Joven,0,0.26750895301847666,0.0062041325475567545
55,2502.25,12,4,110,22.542792792792792,Bajo,Mayor,0,0.426306331625766,0.007852514021968368
36,2114.03,15,4,5,352.33833333333337,Bajo,Adulto,1,0.34364899909298796,0.148781243434383
32,1659.59,1,1,47,34.57479166666666,Alto,Adulto,1,0.24689252545382542,0.012994045986916837
62,3117.2,5,3,103,29.97307692307692,Alto,Mayor,1,0.5572375732955198,0.011027634279622214
42,3416.78,7,2,38,87.6097435897436,Alto,Adulto,0,0.6210222409586225,0.03565702189228376
56,2907.31,17,3,117,24.63822033898305,Bajo,Mayor,1,0.5125491298219617,0.008747935291693104
24,1971.52,22,2,96,20.324948453608247,Alto,Joven,1,0.3133066765458595,0.006904781423026894
33,2012.08,11,3,80,24.840493827160493,Bajo,Adulto,0,0.3219424537019294,0.008834371104730303
54,1672.44,30,4,90,18.37846153846154,Bajo,Mayor,1,0.24962846570174207,0.00607300568912853
37,2999.51,7,1,80,37.03098765432099,Alto,Adulto,1,0.532179767242811,0.014043631372943137
33,1038.98,22,5,87,11.80659090909091,Bajo,Adulto,0,0.11475619259316037,0.0032647039875895473
30,1632.64,7,4,103,15.69846153846154,Bajo,Adulto,1,0.24115450291052945,0.004927784033898649
32,2461.43,28,2,39,61.53574999999999,Alto,Adulto,1,0.41761519692382376,0.024515043497769024
37,1571.45,27,2,13,112.24642857142858,Alto,Adulto,1,0.22812631740313496,0.04618480739754585
56,2381.8,27,4,83,28.354761904761908,Bajo,Mayor,0,0.40066088393225946,0.01033609345724979
26,2296.53,30,4,112,20.323274336283188,Bajo,Joven,0,0.38250573802254334,0.006904066036678367
40,2566.46,25,3,45,55.79260869565218,Bajo,Adulto,0,0.4399775163198304,0.02206087566538682
40,2076.12,13,2,116,17.744615384615383,Alto,Adulto,0,0.3355774430775389,0.005802149591565549
29,2784.88,5,5,116,23.802393162393162,Alto,Joven,0,0.4864821131252742,0.0083907683578646
58,1703.38,6,3,8,189.26444444444445,Bajo,Mayor,0,0.25621601366053903,0.07909626247986545
51,3126.63,11,5,20,148.88714285714286,Bajo,Mayor,1,0.5592453489015786,0.061842172868848425
29,2971.2,5,4,33,87.38823529411764,Alto,Joven,1,0.5261521821518755,0.03556236663222259
30,3070.12,2,3,107,28.427037037037035,Alto,Adulto,1,0.5472135992198844,0.010366978176136387
56,3070.84,28,3,38,78.73948717948718,Bajo,Mayor,0,0.547366897039223,0.0318665705010646
29,1728.26,24,1,24,69.1304,Alto,Joven,1,0.26151330497323677,0.027760400827579326
59,981.2,29,5,93,10.438297872340426,Bajo,Mayor,0,0.10245404259124416,0.0026800029366989097
31,1470.2,24,3,100,14.556435643564356,Bajo,Adulto,1,0.20656881155865559,0.004439771800439866
22,3892.12,9,5,90,42.77054945054945,Bajo,Joven,0,0.7222286096313614,0.016496269604499462
51,2555.3,23,4,50,50.103921568627456,Bajo,Mayor,0,0.43760140012008336,0.019629977274455413
25,3879.46,17,5,74,51.72613333333334,Bajo,Joven,1,0.7195331229746591,0.02032318326039193
53,2233.06,15,4,17,124.05888888888889,Bajo,Mayor,1,0.3689921094205768,0.05123252581437391
23,1796.4,25,1,8,199.60000000000002,Alto,Joven,1,0.27602124026452396,0.0835128677190646
57,3600.82,23,3,113,31.586140350877194,Bajo,Mayor,1,0.6602068668906519,0.011716930984389458
38,2680.85,8,2,43,60.92840909090909,Alto,Adulto,0,0.4643327073672377,0.02425551366150115
54,3064.13,27,1,95,31.918020833333333,Alto,Mayor,1,0.5459382465284431,0.011858750654336067
42,2526.48,2,2,36,68.28324324324325,Alto,Adulto,1,0.4314652290737831,0.027398392520410618
47,2489.08,26,4,1,1244.54,Bajo,Adulto,0,0.42350225901369887,0.5300382096653004
28,2213.99,27,5,19,110.69949999999999,Bajo,Joven,0,0.3649318463444857,0.04552377153967502
21,2085.23,14,5,50,40.88686274509804,Bajo,Joven,0,0.3375170863194471,0.015691329751233947
23,2410.98,8,2,11,200.915,Alto,Joven,1,0.40687370388822885,0.0840747955088509
53,4104.85,22,4,34,117.28142857142858,Bajo,Mayor,0,0.767521727836755,0.04833637121623333
41,2545.89,5,1,85,29.603372093023253,Alto,Adulto,1,0.435597882786784,0.010869651452226488
32,3306.16,12,5,113,29.00140350877193,Bajo,Adulto,1,0.5974697343263625,0.010612417325938171
57,2114.29,12,4,21,96.10409090909091,Bajo,Mayor,0,0.3437043566388602,0.03928683924197048
61,3288.6,19,4,24,131.54399999999998,Bajo,Mayor,1,0.5937309708436064,0.05443107482043593
19,2658.62,10,4,36,71.85459459459459,Bajo,Joven,1,0.4595996371951609,0.02892450778384422
43,2297.67,8,2,38,58.91461538461539,Alto,Adulto,1,0.38274845956982934,0.023394976287764883
39,2456.27,12,3,116,20.993760683760684,Bajo,Adulto,1,0.41651656255189773,0.007190579277225836
41,1944.18,28,4,110,17.515135135135136,Bajo,Adulto,1,0.30748561768375515,0.005704087744120648
56,2767.92,26,2,12,212.91692307692307,Alto,Mayor,1,0.48287109782530013,0.0892034754387373
24,2986.02,10,5,8,331.78,Bajo,Joven,0,0.5293075622665935,0.13999622532663386
48,1574.7,10,1,36,42.55945945945946,Alto,Adulto,1,0.228818286726538,0.01640606631009702
29,2101.54,7,1,75,27.651842105263157,Alto,Joven,1,0.3409897077547405,0.010035720704908067
43,2470.15,18,3,5,411.69166666666666,Bajo,Adulto,1,0.4194718038469237,0.17414419964461095
27,2188.76,8,3,20,104.22666666666667,Bajo,Joven,0,0.3595600352584985,0.042757790605336535
54,3804.95,27,1,27,135.89107142857142,Alto,Mayor,1,0.7036689278095019,0.05628867196104456
58,3546.21,27,5,35,98.50583333333333,Bajo,Mayor,1,0.6485796531211011,0.04031315544888344
47,1664.24,8,5,85,19.351627906976745,Bajo,Adulto,1,0.2478825738703867,0.006488860614264737
64,1609.28,27,4,40,39.25073170731707,Bajo,Mayor,1,0.23618084032754635,0.0149921757604651
21,3175.96,7,5,63,49.624375,Bajo,Joven,1,0.5697483786626469,0.01942505670912581
27,2805.74,23,1,35,77.93722222222222,Alto,Joven,1,0.49092349161333176,0.03152374542558255
64,2720.31,27,1,55,48.57696428571428,Alto,Mayor,1,0.47273427952154046,0.01897747557781245
34,3139.3,14,5,64,48.29692307692308,Bajo,Adulto,0,0.5619429646946607,0.018857807944728702
46,999.9,19,1,105,9.433018867924527,Alto,Adulto,1,0.10643552762128626,0.002250425591398528
59,2239.47,17,2,114,19.47365217391304,Alto,Mayor,1,0.37035688583996557,0.006541004208652423
49,2094.58,11,4,31,65.455625,Bajo,Adulto,0,0.3395078288344682,0.026190090414110155
59,3901.65,19,4,88,43.83876404494382,Bajo,Mayor,0,0.7242576766012171,0.01695274068134015
33,3096.4,21,4,47,64.50833333333334,Bajo,Adulto,1,0.5528089696257404,0.025785292305720058
64,4322.45,6,2,63,67.53828125,Alto,Mayor,1,0.8138517354590631,0.027080054234222044
52,2784.54,29,3,11,232.045,Bajo,Mayor,0,0.4864097224883643,0.09737731421306962
24,2488.64,14,2,104,23.70133333333333,Alto,Joven,0,0.423408577012992,0.008347583318792531
46,2743.29,17,1,55,48.98732142857143,Alto,Adulto,1,0.4776270349220949,0.01915283001302822
34,1537.59,1,1,78,19.463164556962024,Alto,Adulto,1,0.2209170616214651,0.006536522624307624
21,3307.96,24,1,115,28.516896551724138,Alto,Joven,0,0.5978529788747089,0.010405377079922997
60,4061.26,18,4,47,84.60958333333333,Bajo,Mayor,0,0.7582408223576353,0.03437498887183559
21,2092.49,20,2,52,39.48094339622641,Alto,Joven,1,0.3390628393311105,0.015090550167713613
48,2085.82,30,3,105,19.677547169811323,Bajo,Adulto,1,0.33764270536584956,0.006628132926822468
63,1626.03,10,2,87,18.477613636363635,Alto,Mayor,1,0.23974714376354664,0.006115375513635602
32,3395.2,21,3,90,37.309890109890105,Bajo,Adulto,1,0.6164275646512262,0.014162812392276921
41,2960.25,30,5,3,740.0625,Bajo,Adulto,0,0.5238207778161023,0.3144641210174525
29,3604.9,24,3,95,37.55104166666667,Bajo,Joven,0,0.6610755545335701,0.014265861640416072
32,3077.26,29,4,118,25.85932773109244,Bajo,Adulto,1,0.5487338025949915,0.009269740750202416
46,3109.95,8,3,32,94.24090909090908,Bajo,Adulto,0,0.5556939494202362,0.03849066156815988
32,1393.93,4,3,113,12.227456140350878,Alto,Adulto,1,0.190329888390671,0.0034445487550418784
51,1756.28,25,1,15,109.7675,Alto,Mayor,1,0.2674791451091608,0.04512550788942343
43,2498.38,18,1,65,37.85424242424243,Alto,Adulto,0,0.4254823558468215,0.0143954258469302
22,3184.56,4,3,44,70.768,Alto,Joven,1,0.5715794359491903,0.028460182537506363
40,1875.52,22,2,49,37.5104,Alto,Adulto,1,0.2928669673007235,0.014248494581919315
62,2357.27,27,2,97,24.05377551020408,Alto,Mayor,1,0.3954381123928512,0.008498189443109224
35,569.95,23,4,24,22.798000000000002,Bajo,Adulto,0,0.01489330897601316,0.007961569551917784
56,1603.17,10,1,54,29.148545454545456,Alto,Mayor,1,0.23487993799954865,0.010675294244853285
36,3902.15,10,5,37,102.68815789473685,Bajo,Adulto,1,0.7243641334202021,0.04210035270892789
64,2753.19,24,4,100,27.25930693069307,Bajo,Mayor,1,0.47973487993799957,0.009867981980147955
45,3376.59,10,2,17,187.58833333333334,Alto,Adulto,1,0.6124652418486014,0.0783800241436655
34,3451.26,24,1,72,47.27753424657534,Alto,Adulto,1,0.6283635031958338,0.01842220116726091
63,3416.19,12,5,93,36.34244680851064,Bajo,Mayor,0,0.6208966219122201,0.013749403056848991
23,2596.74,3,1,95,27.049374999999998,Alto,Joven,1,0.446424541277567,0.009778273549866639
29,1705.49,17,4,74,22.739866666666668,Bajo,Joven,1,0.2566652614366561,0.007936727927953593
47,2902.0,20,3,27,103.64285714285714,Bajo,Adulto,0,0.51141855840434,0.0425083162362335
54,2976.67,1,5,95,31.006979166666667,Alto,Mayor,1,0.5273168197515724,0.01146944295079749
40,3689.53,2,4,80,45.549753086419756,Alto,Adulto,0,0.6790944357149854,0.017683883107518974
63,2511.29,15,3,19,125.5645,Bajo,Mayor,1,0.42823107091301627,0.05187590583258255
24,2195.31,8,2,36,59.332702702702704,Alto,Joven,1,0.36095461958720304,0.02357363399315689
38,2165.82,29,3,13,154.70142857142858,Bajo,Adulto,1,0.35467579640346286,0.06432674223813713
56,2659.1,1,1,114,23.122608695652172,Alto,Mayor,1,0.45970183574138657,0.00810028183092405
38,3372.17,27,1,10,306.5609090909091,Alto,Adulto,1,0.6115241635687733,0.12921956523920777
36,3472.99,10,2,110,31.288198198198195,Alto,Adulto,0,0.6329901165489255,0.011589613892876847
63,2204.28,3,3,98,22.26545454545455,Alto,Mayor,1,0.36286445491979546,0.007734001422462674
34,1441.2,18,5,89,16.013333333333335,Bajo,Adulto,1,0.20039431605752075,0.005062335525730097
